Date_class,retweet_count,favorite_count,followers_count,predict_class_label
2,12,0,0.435,1
2,64,564,6.82,4
1,2,26,1.43,4
0,42,316,6.82,4
3,20,0,6.82,4
1,16,0,0.435,4
3,12,0,0.0364,4
3,166,0,0.435,1
3,28258,85924,43,2
2,2,9,0.0364,2
2,280,611,0.435,1
3,1356,1883,43,2
1,82,287,0.435,3
0,319,0,6.82,4
3,132,2299,6.82,2
3,7,0,1.43,3
4,1879,2119,43,2
4,3,0,1.43,2
0,7,43,1.43,3
0,2595,0,0.435,1
0,509,0,0.435,1
3,191,0,6.82,4
2,46,714,6.82,2
3,26,166,6.82,3
2,24,0,0.435,2
3,566,0,0.435,3
0,2880,0,0.0364,1
3,546,675,43,2
2,309,920,43,2
3,4644,0,43,1
2,177,227,43,2
0,1450,853,43,2
2,8,29,0.435,2
3,144,0,0.435,2
3,643,1171,43,2
2,33,197,6.82,4
2,151,788,6.82,4
0,1,3,0.136,3
0,7352,15795,43,1
3,16,27,0.136,3
0,26,138,6.82,4
2,15,0,0.435,1
0,341,386,43,2
2,94,857,6.82,4
1,19,0,0.435,1
2,30,275,6.82,4
3,2576,8312,6.82,4
4,34,35,0.136,4
0,3660,1616,43,2
3,207,675,43,2
2,23,69,1.43,4
1,0,7,1.43,4
3,38,66,0.136,1
4,1083,1537,43,3
0,89,0,0.435,1
4,25076,0,0.0364,4
4,225,1089,43,2
3,0,1,0.0364,4
3,151,1012,6.82,2
2,0,3,0.435,4
3,79,0,0.435,2
4,0,1,0.0364,4
4,20086,0,43,2
3,430,497,43,2
0,334,0,0.0364,4
3,1599,0,0.435,4
3,0,2,0.0364,1
0,266,989,43,2
0,3,12,0.136,4
3,139,0,1.43,4
1,196,1496,6.82,4
0,695,0,43,2
4,7,0,0.136,4
0,6380,53133,43,4
3,7,7,0.136,4
0,0,1,1.43,2
1,476,2229,6.82,4
2,502,1940,6.82,2
3,2871,8850,43,2
1,296,0,0.435,3
0,9880,65454,43,4
0,0,0,0.0364,4
2,356,0,6.82,2
3,5,0,0.435,4
3,195,0,0.435,1
0,24,166,6.82,2
0,2020,27443,43,2
3,14,0,1.43,2
3,6,16,0.136,3
3,204,228,43,2
2,6,0,1.43,4
3,3,17,1.43,4
3,2,11,0.0364,2
4,29,0,1.43,3
4,74,0,43,2
4,475,657,43,2
4,16,48,0.136,4
2,184,0,0.435,2
3,4,6,0.136,4
1,4686,19417,43,4
1,18,0,1.43,4
2,204,475,0.435,2
4,0,0,0.0364,4
0,2204,0,43,1
3,0,0,1.43,1
1,1429,0,6.82,4
3,9,38,0.136,2
0,0,5,0.0364,2
4,9,21,0.136,1
3,2,5,1.43,2
1,745,0,0.435,2
4,5,17,0.136,4
2,61,321,6.82,1
4,5,0,0.136,4
2,16436,90953,43,2
3,65,430,6.82,4
3,7,26,0.136,2
2,3,10,1.43,3
2,1,12,0.0364,2
2,51,844,6.82,2
3,6332,0,0.0364,2
1,190,0,0.435,4
0,0,5,0.0364,2
0,26,0,0.0364,4
2,2526,7584,6.82,4
2,0,0,1.43,4
1,417,0,0.435,3
0,9,0,6.82,2
3,0,2,0.0364,2
1,1337,4140,6.82,2
1,25,92,1.43,2
3,10,0,1.43,4
2,263,0,0.0364,1
3,1,3,0.136,4
1,2022,0,0.435,4
3,3,13,0.0364,4
0,2,6,1.43,1
3,4,10,0.136,4
2,21,0,6.82,2
2,18,40,0.136,4
2,299,0,43,2
2,3,0,1.43,4
0,674,0,0.0364,4
0,2322,0,6.82,4
2,2,14,0.435,1
0,55,101,43,2
3,294,1195,43,1
3,0,0,0.0364,4
4,1,11,0.136,3
2,456,3361,6.82,4
1,3,85,1.43,2
1,11,0,0.435,1
4,3,4,0.136,4
3,3,0,0.0364,2
3,9,0,0.136,4
3,5,8,0.136,4
4,101,0,1.43,4
0,0,2,0.136,4
2,9840,10894,43,2
0,9,37,1.43,4
0,0,19,0.0364,2
4,137,543,43,4
3,4,0,0.136,4
0,85473,0,43,1
3,435,931,43,2
0,1,0,0.0364,2
0,2,0,1.43,2
3,130,0,0.0364,4
3,8,47,1.43,2
0,77,0,1.43,1
2,121,827,6.82,1
2,612,0,0.435,4
0,5296,12660,6.82,4
2,9,60,1.43,2
0,11,0,0.136,4
2,12,0,1.43,4
3,1,0,0.0364,4
0,84,369,6.82,4
0,325,0,0.0364,2
3,7,0,1.43,4
2,191,0,0.435,2
2,17,105,6.82,4
0,71,0,6.82,3
3,50,76,0.136,4
0,129,1707,6.82,1
3,105,0,0.136,4
2,2679,0,0.435,1
3,3,0,0.0364,1
3,7,0,1.43,4
3,39,0,0.0364,4
0,3744,29495,43,2
3,4,0,0.0364,2
1,7,41,1.43,2
2,1,0,1.43,2
1,6,0,0.0364,4
0,9465,9764,43,2
3,13,47,0.435,2
3,0,0,0.136,2
4,0,0,1.43,4
0,17,147,0.136,2
4,18,0,0.136,4
3,51,0,0.435,2
0,611,0,1.43,4
3,1618,3761,0.435,4
2,54,0,0.435,1
3,168,646,43,4
4,0,1,0.136,3
3,36,262,6.82,2
2,190,1256,6.82,4
0,5,13,0.136,1
0,23,0,6.82,2
4,0,8,0.0364,4
3,25,284,6.82,4
0,12,50,0.435,3
1,4,0,1.43,1
3,0,0,0.0364,4
2,48,325,6.82,4
0,34,0,43,2
3,12,0,1.43,4
3,0,1,0.0364,4
2,22,74,1.43,1
4,6517,26646,43,4
3,69,764,6.82,2
2,47,198,1.43,4
4,141,0,0.0364,2
0,0,0,1.43,3
0,111,148,43,2
3,4,0,0.435,3
0,19467,18226,43,2
2,0,1,1.43,1
0,9,13,0.136,4
1,25,0,0.435,4
0,69,0,1.43,2
0,37,255,6.82,2
3,16730,31581,43,2
1,51,312,6.82,4
0,30,303,6.82,4
0,934,0,43,4
2,154,697,6.82,4
0,5078,37902,43,4
3,0,0,1.43,2
1,12,89,6.82,2
4,1,0,0.0364,2
0,15,0,0.136,4
1,78,0,1.43,4
4,12981,25265,43,2
0,2308,4404,43,2
3,8,79,0.0364,4
4,1,0,0.0364,4
1,814,0,0.435,1
3,11,0,0.0364,4
0,1096,5344,6.82,4
0,0,4,0.0364,4
3,1180,0,43,4
2,23,95,1.43,4
3,9,0,0.136,2
3,0,0,0.0364,4
2,132,1006,6.82,2
4,0,0,0.0364,4
3,7783,11385,43,2
1,118,0,6.82,2
0,33,0,1.43,4
3,1975,4445,6.82,4
4,33,0,1.43,1
0,4,31,0.136,1
4,5,62,0.0364,4
4,2,0,0.136,4
3,5,23,0.136,3
2,8,79,1.43,4
0,197,203,43,2
4,103,0,0.136,4
0,2,0,1.43,3
0,0,1,0.0364,4
0,7881,29344,43,2
0,0,2,1.43,2
4,190,192,43,2
1,10,0,6.82,3
3,1071,4364,43,4
0,0,5,6.82,2
3,5,0,0.0364,1
3,107,503,6.82,2
0,0,0,0.0364,4
2,1,1,1.43,4
1,305,0,0.435,4
4,1,7,0.136,2
2,2191,9934,6.82,2
3,72,0,0.0364,4
2,283,0,6.82,2
0,3,0,0.0364,4
2,0,2,0.435,4
3,5,11,0.136,3
3,271,3326,43,2
0,80,0,0.435,1
0,37,145,6.82,4
1,2997,10031,6.82,4
2,0,7,1.43,2
0,153,472,1.43,3
3,0,0,0.0364,2
0,14440,11259,43,4
3,20,41,43,2
4,609,2234,43,2
3,1,6,1.43,3
2,192,0,0.435,4
0,1877,4788,43,2
2,6,0,0.0364,4
4,532,0,43,2
4,228,0,0.0364,4
3,75,0,0.0364,4
3,0,0,1.43,4
4,195,317,43,4
1,111,0,0.435,4
0,12,0,0.0364,4
1,0,0,1.43,4
2,19,71,1.43,4
0,2191,0,6.82,2
4,16386,39597,43,2
0,8,103,0.136,2
0,9,0,0.136,2
0,1000,5130,6.82,4
0,12,31,0.136,3
4,108,0,0.136,3
1,0,4,1.43,3
0,41,0,1.43,4
2,26,93,0.435,1
0,13,107,0.136,4
4,71,0,0.136,3
0,1667,1640,43,2
3,17,323,1.43,1
4,12,42,0.0364,4
3,200,0,0.136,1
3,22,76,1.43,3
3,120,467,43,2
1,4,0,1.43,1
0,29,0,0.435,2
1,35,131,1.43,2
2,0,0,1.43,4
0,181,694,43,2
4,1,0,0.0364,1
0,0,2,1.43,4
3,2,0,1.43,2
4,3,8,0.136,3
2,24,72,1.43,4
3,17,191,1.43,2
1,142,172,43,2
0,3541,0,0.435,4
3,1,0,0.0364,4
2,71,0,6.82,3
4,3,0,0.0364,2
0,181,0,0.435,4
3,8,0,0.136,4
3,1,0,0.136,4
3,0,6,0.0364,4
0,204,1343,6.82,4
0,3874,0,0.435,2
0,783,5049,43,4
2,15,87,1.43,4
3,0,0,0.136,2
3,18,0,0.136,1
0,494,0,43,2
2,254,1410,6.82,2
3,927,0,6.82,4
1,12,0,1.43,2
3,59,0,6.82,3
3,57,0,0.0364,4
3,3,35,0.0364,4
4,39789,0,0.0364,1
4,0,6,0.0364,4
3,7,0,1.43,4
3,0,1,1.43,4
3,15,0,0.435,4
2,4,0,1.43,4
3,6,0,0.435,4
0,98,0,1.43,4
3,6,15,0.136,4
2,13,0,6.82,4
1,105,508,6.82,4
3,9,0,1.43,4
0,17,97,6.82,4
4,48,220,43,3
1,8,0,1.43,4
3,8,0,0.435,1
1,196,271,43,4
1,2,0,1.43,2
0,15,18,0.435,2
0,24,0,1.43,4
0,2,0,0.0364,2
0,50,57,43,2
1,54,469,6.82,4
3,1,0,0.0364,4
0,819,1092,43,2
3,1035,7131,43,2
3,1267,736,43,2
3,545,4302,43,4
0,5,0,0.136,1
3,22,171,6.82,4
0,0,1,0.136,3
1,77,0,0.435,2
1,263,1254,6.82,4
3,17,0,0.0364,4
0,201,1256,6.82,4
2,116,0,1.43,3
1,195,1057,6.82,2
4,0,3,0.0364,4
3,243,0,0.435,4
1,1013,6052,6.82,4
1,3,0,0.435,4
3,81,1207,6.82,2
0,58,0,0.435,4
0,0,1,0.136,4
2,29,0,0.0364,4
0,287,0,0.435,2
3,5,25,0.0364,2
2,27,0,0.435,2
3,943,799,43,2
1,285,1230,6.82,2
4,55,0,1.43,2
2,44,590,6.82,2
3,1222,0,1.43,1
4,9153,3204,43,2
3,116,0,0.435,4
0,1467,4492,6.82,4
3,51,0,0.136,1
2,6,0,1.43,2
4,416,1923,43,4
3,5,16,0.136,3
0,144,0,6.82,3
0,4,0,1.43,3
3,48,0,1.43,1
3,37,383,6.82,4
3,0,2,0.0364,2
2,17,0,6.82,4
4,66,0,1.43,2
0,2,0,1.43,2
1,234,1390,6.82,1
0,380,718,0.435,2
4,16,0,0.136,3
2,21,70,0.435,4
3,1,0,0.0364,4
1,29,0,6.82,2
0,281,867,43,4
3,4081,0,0.435,1
3,66,286,1.43,2
3,98,0,0.136,1
3,22,0,0.435,2
1,165,0,0.435,2
4,61,0,43,2
1,702,3309,6.82,4
0,1117,0,0.435,3
0,75,0,0.435,2
0,5,19,0.136,3
0,234,749,1.43,4
3,0,1,0.0364,4
3,922,0,0.435,1
2,22,0,0.435,4
3,339,227,43,2
0,2,0,0.0364,2
2,21,83,0.435,4
2,5,18,1.43,4
3,17,76,0.435,2
0,3627,1272,43,2
3,0,0,0.136,2
2,234,800,43,4
0,308,675,43,4
4,1570,2637,43,4
0,58,0,0.435,2
3,41,373,6.82,2
2,2,49,6.82,2
1,137,0,0.435,4
4,0,3,0.136,4
3,105,0,0.435,2
4,257,1174,43,4
2,0,2,1.43,2
1,13377,78818,43,2
4,0,1,0.0364,4
4,1,12,0.136,2
4,0,2,0.0364,3
1,14,54,1.43,4
0,3,0,0.0364,2
1,251,0,0.435,3
0,0,3,1.43,4
3,18,0,0.0364,4
2,420,0,0.435,2
4,320,1852,43,2
0,1879,0,0.0364,4
0,162,0,0.0364,4
0,2,0,0.0364,4
4,0,0,0.0364,2
4,369,0,0.0364,4
3,17,0,6.82,2
3,9,0,0.435,2
2,349,1217,6.82,4
4,540,1184,43,4
4,70,136,43,2
0,796,1799,43,2
3,1,26,0.136,4
3,502,1027,43,2
1,958,0,0.435,4
4,3,15,0.136,2
3,5,0,0.435,4
1,3572,0,43,2
4,325,2580,43,4
3,13,90,0.136,2
0,0,0,1.43,3
0,0,6,0.0364,2
3,7,0,1.43,1
3,569,1794,43,4
3,0,0,0.136,4
4,0,0,1.43,3
3,2102,0,1.43,4
3,13,0,1.43,4
1,28,192,6.82,3
4,3,25,0.136,4
4,8,16,0.136,2
3,17,0,0.435,4
1,13,0,0.435,4
0,63,511,6.82,3
0,3094,0,6.82,2
1,28486,0,0.0364,2
2,2732,0,0.0364,2
0,181,0,0.435,4
2,213,0,0.435,1
0,460,0,43,1
3,24,0,0.136,4
2,145,0,0.435,2
0,494,748,43,2
1,96,0,6.82,4
0,29,0,0.435,2
3,12,20,0.136,3
0,124,0,0.0364,4
0,44,96,0.136,2
1,1020,0,0.435,1
3,215,1056,43,4
3,6,0,0.136,2
0,364,296,43,3
4,87,362,43,2
3,1570,0,43,2
4,1,2,0.136,2
3,3222,14666,43,2
4,826,4098,43,4
4,0,1,0.136,1
0,0,3,1.43,2
3,0,1,0.0364,2
4,839,4247,43,2
3,8,6,0.136,4
0,2,0,0.0364,4
4,23,40,0.136,4
4,1334,0,0.0364,4
1,117,954,6.82,2
4,0,9,0.136,4
3,881,0,0.0364,4
4,32,20,0.136,3
2,8,0,1.43,4
4,0,0,0.0364,1
1,0,1,1.43,1
2,89,734,6.82,1
4,11,0,6.82,1
3,4,41,0.0364,2
0,41,0,1.43,4
0,23,0,0.435,4
2,25,0,0.435,4
0,0,0,0.136,4
0,335,0,43,2
3,1,2,0.136,4
4,595,1640,43,2
2,7,0,0.435,2
0,42,166,0.136,1
3,3819,19737,43,1
0,0,3,0.0364,2
0,185,0,0.435,4
0,57,294,6.82,4
3,3,0,1.43,1
1,315,0,0.435,4
3,1,0,0.136,4
2,99,0,0.435,2
2,5279,14868,6.82,2
4,48,252,43,2
3,104,668,6.82,2
3,0,4,1.43,2
0,1,30,0.0364,2
2,0,0,0.0364,2
4,4,20,0.136,4
3,0,15,1.43,3
0,3742,25323,43,2
3,217,747,43,3
3,11,0,0.0364,2
3,2,0,0.136,4
3,0,1,0.0364,2
0,12,0,0.435,4
3,1832,5069,6.82,2
2,439,1531,6.82,3
4,0,0,0.0364,2
3,6,8,0.0364,4
3,4,0,0.136,4
4,4,0,0.0364,4
2,887,0,0.435,4
3,67,517,6.82,3
3,1,0,1.43,4
0,0,0,0.0364,4
3,0,1,0.136,3
0,0,2,0.136,4
0,184,557,1.43,4
0,1059,331,43,2
3,60,0,0.136,4
0,30,303,6.82,4
0,369,4697,43,2
2,1641,0,0.435,4
4,12,70,0.136,2
0,1143,715,43,2
3,0,1,0.0364,4
2,15,44,1.43,4
2,12,0,0.0364,4
0,123,528,1.43,4
3,13,0,0.136,2
4,3359,17431,43,2
3,8,0,0.0364,4
0,0,1,1.43,2
0,1,11,1.43,4
3,16,11,0.136,4
3,0,1,0.0364,2
3,0,1,1.43,2
1,13,56,0.435,4
0,99,178,43,2
0,206,0,0.435,2
4,18597,66277,43,4
3,0,7,0.0364,4
2,624,0,0.435,4
1,1177,1821,43,2
4,868,0,43,4
0,1,0,0.0364,4
0,1,0,1.43,3
3,124,0,0.435,2
3,0,1,0.0364,4
1,44,0,1.43,2
3,10,0,0.136,3
0,79,0,0.0364,4
0,40,0,0.435,2
3,27,0,1.43,4
4,2,0,0.0364,3
0,0,1,0.0364,2
3,419,251,43,4
3,37,0,0.435,2
0,2,0,0.0364,2
3,84,514,0.136,2
4,17,0,1.43,2
1,78,0,1.43,4
4,38,0,0.0364,4
2,736,0,0.435,1
3,16,0,6.82,3
4,6354,5939,43,2
2,12,0,0.435,3
0,5,13,0.136,3
1,2399,0,0.435,1
1,50,0,0.435,1
3,12,20,0.136,3
3,53,0,0.435,1
0,3742,25323,43,2
3,17,0,0.435,4
4,7,49,0.136,4
4,90,0,6.82,1
3,85,0,0.0364,4
3,5,21,0.136,2
3,0,16,0.0364,4
0,0,9,0.0364,2
3,1,4,1.43,2
1,38,155,6.82,4
2,14,0,1.43,1
0,2961,0,0.435,2
3,8,0,1.43,1
4,15,0,0.136,3
3,4,0,0.435,4
0,0,3,0.0364,4
3,446,4743,43,4
3,21,0,6.82,4
2,0,2,1.43,1
2,282,1956,6.82,4
4,2,16,0.136,3
2,80,786,6.82,4
3,10,19,0.136,4
4,8,25,0.136,4
0,14,0,0.0364,2
0,355,0,0.435,4
2,10,0,1.43,2
0,3,0,0.136,3
2,21,70,1.43,4
0,15,14,0.136,4
3,5,0,0.136,4
4,108,625,6.82,4
0,6573,2626,43,2
0,22,41,0.136,1
2,191,0,0.435,4
3,0,3,1.43,2
3,220,0,0.0364,2
4,0,0,0.0364,4
4,0,0,0.136,4
3,5,15,0.136,1
1,40,0,6.82,4
3,2,0,0.0364,2
3,524,1287,0.435,2
4,4,73,0.136,2
2,151,619,6.82,3
1,2,13,1.43,4
4,4,0,0.136,1
2,29,0,6.82,2
0,22814,130132,43,2
0,34913,0,0.0364,4
3,36,0,1.43,4
1,145,805,6.82,4
0,27,70,1.43,4
0,4,4,0.136,4
0,6468,34065,43,2
1,3,0,0.0364,2
2,40,0,6.82,4
0,7064,43982,43,2
0,27,0,1.43,1
3,74,1423,43,4
0,266,0,43,2
4,72,0,0.0364,4
3,2,6,0.136,3
2,7,0,0.0364,4
2,44,0,1.43,4
3,0,0,0.0364,3
3,50,291,6.82,4
4,363,0,43,3
4,7,22,0.136,4
1,56,373,6.82,4
4,0,4,0.0364,4
2,1,5,1.43,1
2,22,160,6.82,4
3,3595,4401,43,1
2,1375,0,6.82,2
0,85,680,6.82,2
3,34,0,0.136,4
0,361,0,0.435,1
3,13,47,1.43,4
3,1713,0,0.136,3
3,1,7,0.0364,4
3,0,3,1.43,4
1,0,3,6.82,2
3,75,732,6.82,2
0,111,148,43,2
0,0,0,1.43,1
0,480,438,43,2
1,41,0,0.435,4
1,1091,0,6.82,4
3,8,49,0.136,4
3,6,0,0.435,2
3,162,162,43,2
3,0,2,0.136,2
0,28,261,6.82,4
4,0,0,0.136,2
4,56,60,0.136,4
3,71,0,0.435,2
3,1,0,0.0364,2
0,4,13,0.136,1
4,4,13,0.136,3
0,37,0,6.82,3
3,2,10,0.136,3
3,72,0,6.82,1
0,97,0,0.435,4
2,81,997,6.82,4
1,1457,0,0.435,1
4,9,25,0.136,4
4,3,0,0.136,1
3,26,166,1.43,1
1,0,2,1.43,3
2,73,0,6.82,2
3,33,0,1.43,4
0,1217,0,43,2
4,7,28,0.136,4
0,2412,0,43,1
2,27,63,0.435,1
0,10,45,0.136,4
3,0,1,0.0364,4
0,65,0,6.82,4
0,5605,4733,43,2
4,1957,594,43,3
1,6,0,0.435,4
4,0,1,0.136,2
3,92,0,0.435,4
3,228,1682,43,3
3,16,0,1.43,1
2,8,41,1.43,4
0,55,0,0.136,2
0,272,0,0.435,4
3,5,11,0.136,1
1,265,2231,6.82,4
3,571,1234,43,4
3,6675,0,0.0364,1
0,106,0,6.82,4
3,56749,181059,43,4
0,1553,2658,43,2
3,41,0,0.435,1
3,679,6935,6.82,4
4,1109,0,43,2
3,20,24,0.136,2
4,0,4,0.136,4
3,16933,0,0.0364,1
1,563,0,43,3
0,1,3,1.43,4
2,430,0,0.435,2
0,55,0,0.0364,3
0,71,0,43,2
0,52,0,6.82,4
1,0,1,1.43,4
1,406,0,43,2
1,37,277,6.82,3
0,1,0,1.43,2
4,0,2,0.136,4
1,3445,26451,43,4
1,26,0,1.43,3
3,7,94,0.0364,2
1,34,0,6.82,2
3,101833,0,0.0364,2
0,40,0,6.82,2
3,0,1,0.0364,2
0,9,0,0.435,2
2,8,27,1.43,4
0,0,3,0.0364,2
2,75,306,0.435,2
1,65,0,0.435,4
0,0,0,0.136,2
1,24,99,1.43,1
0,15,0,0.136,1
3,10249,8895,43,3
4,7,23,0.136,4
0,7,0,0.136,3
2,219,1129,6.82,1
0,274,0,0.435,4
3,266,0,6.82,4
0,1262,0,0.435,4
3,91,405,0.0364,4
4,18,12,0.136,4
3,25,0,6.82,3
4,36,0,0.136,4
3,2,8,0.136,2
1,2,0,1.43,2
2,0,0,1.43,4
4,71,0,0.136,4
4,9,30,0.136,4
2,72,323,43,2
0,0,8,0.0364,2
0,4,29,0.136,4
3,54,0,0.435,1
3,5,0,0.435,1
0,368,1404,43,2
3,0,36,1.43,2
3,16,0,0.435,3
3,0,11,1.43,2
0,147,552,6.82,4
2,153,0,6.82,2
3,50,364,6.82,2
2,1173,4047,43,4
0,576,2492,6.82,4
0,0,0,0.0364,3
4,0,5,0.136,4
4,1,0,0.0364,2
0,20,139,6.82,4
1,19,0,1.43,4
3,999,2597,43,4
2,83,0,6.82,2
3,104,0,43,4
3,8,0,0.0364,2
3,51,0,0.136,4
4,3,0,1.43,4
1,18,0,0.435,4
0,3,12,0.136,4
4,18,30,0.136,4
3,3,0,0.136,2
2,63,0,0.435,1
3,0,0,0.0364,4
1,489,0,6.82,4
2,5,31,0.0364,4
0,1734,5490,6.82,2
2,58,0,0.435,1
0,4,0,1.43,3
0,41,270,6.82,2
3,18058,45462,43,4
3,2092,0,0.0364,1
1,533,0,1.43,2
3,311,1547,6.82,3
1,316,0,0.0364,2
0,3,0,1.43,4
3,147,0,43,4
0,5,0,0.0364,4
3,0,1,0.136,2
2,12,0,0.0364,4
2,2493,0,0.435,1
2,28,110,1.43,3
3,4378,17363,43,2
1,4,0,1.43,3
4,3,0,0.0364,2
3,140,0,1.43,2
0,351,755,43,1
3,15,0,0.435,1
3,10,37,0.136,2
4,0,21,0.0364,4
4,5,0,0.0364,4
4,23370,57840,43,2
2,21,0,0.435,2
4,2257,991,43,2
0,2181,3823,43,2
3,55,0,6.82,3
1,81,0,1.43,1
4,0,4,0.0364,4
0,32,202,6.82,2
3,53,0,0.435,1
2,4,0,0.435,4
4,13,55,43,2
0,54,0,43,2
0,1,0,0.0364,2
3,735,0,0.435,3
3,365,261,43,4
3,14,0,0.136,4
2,14,174,6.82,2
3,2135,743,43,2
0,277,1136,43,4
2,95,0,0.435,2
2,163,0,0.435,2
2,73,369,6.82,2
4,13,18,0.136,3
1,149,984,6.82,3
0,6,39,0.136,2
1,123,562,6.82,1
2,1107,0,0.0364,4
0,93,698,6.82,3
3,2,1,6.82,2
2,45,0,0.435,1
2,86,0,0.435,2
0,30,325,6.82,2
1,74,0,0.435,1
0,6,13,0.136,4
4,274,490,43,2
0,0,2,1.43,4
2,0,0,1.43,2
3,0,1,6.82,2
1,90,0,0.435,1
1,53,335,1.43,2
0,1054,0,0.435,3
1,7,0,1.43,4
0,114,0,0.435,4
2,47,285,6.82,1
3,17,140,6.82,4
3,49,0,6.82,4
2,2,25,0.136,2
3,26,0,0.0364,2
3,4833,0,0.0364,3
0,184,377,0.435,1
2,3,7,0.136,4
3,7,0,1.43,3
4,163,471,43,4
3,932,0,0.435,1
3,15,43,0.136,4
4,253,253,43,2
1,16,0,0.435,2
2,72,614,6.82,2
3,1092,4932,43,2
3,25,0,0.435,1
1,85,678,6.82,4
3,59673,264360,43,4
0,5,0,1.43,4
4,7,35,0.136,4
2,11,0,6.82,3
3,0,2,0.0364,4
1,29,234,6.82,4
3,17,0,0.0364,1
4,27088,73190,43,2
4,2861,0,43,2
0,100,951,6.82,3
4,0,1,0.0364,4
3,76,0,0.435,4
2,44,0,0.435,4
3,1,4,0.0364,4
2,0,3,1.43,2
2,419,0,0.435,2
4,528,552,43,2
4,359,1110,43,2
0,0,3,0.136,4
3,0,0,0.0364,2
0,435,0,0.435,3
3,40,0,6.82,2
3,988,14945,43,2
3,19,17,0.136,4
3,9,95,1.43,2
1,4,0,1.43,4
2,2013,0,1.43,4
0,5,0,0.0364,4
1,21323,65184,43,2
2,679,4950,43,2
2,39,218,6.82,4
4,3,10,0.136,2
3,5,0,0.136,2
1,73,667,6.82,2
4,88,0,43,2
3,20,258,6.82,2
1,4518,0,0.435,4
0,42,0,6.82,2
2,1,12,0.136,3
0,0,9,0.0364,4
4,0,4,0.0364,4
3,306,643,0.435,2
3,1197,0,43,2
3,1,0,0.0364,2
3,202,654,43,2
2,8,0,0.435,1
0,1154,5821,43,2
3,46,0,0.435,4
3,14,46,0.136,3
0,6,33,0.136,3
2,3317,0,0.435,1
3,73,0,0.435,4
2,2,18,1.43,2
3,0,11,0.0364,3
2,615,820,43,4
3,6,0,1.43,2
0,28,0,6.82,2
0,184,164,43,2
2,260,0,0.435,4
3,8,21,0.136,4
0,11,0,0.0364,2
3,34,17,0.136,3
3,4,0,0.435,3
0,45,0,6.82,4
3,0,16,0.136,4
3,193,0,0.435,1
4,0,2,0.0364,4
3,98,272,43,4
3,156,439,43,4
2,5,0,0.435,1
2,16,0,1.43,4
4,10,34,0.136,3
0,1452,2270,43,2
1,27,0,1.43,4
3,18,20,0.136,2
4,26,0,1.43,4
0,0,1,1.43,4
1,1405,9404,6.82,4
4,8,28,0.136,2
1,737,2198,6.82,2
3,1,0,0.0364,4
0,144,194,43,2
2,7,0,0.0364,4
3,2,8,0.136,4
3,15,26,0.136,3
0,718,0,1.43,3
3,1658,0,0.435,4
3,17,0,1.43,2
3,276,1622,6.82,2
4,6,11,0.136,4
2,0,5,1.43,4
2,62,0,6.82,3
2,15,56,1.43,4
1,4050,9165,6.82,2
1,3,18,1.43,4
4,1,0,0.0364,1
4,1033,261,43,2
3,6,0,1.43,3
2,7,0,1.43,1
3,5,0,1.43,3
3,5,11,0.136,2
1,66,0,6.82,4
4,235,953,43,2
2,57,0,0.435,2
1,123,562,6.82,1
1,1132,0,0.435,4
0,1004,0,0.0364,3
0,108,0,0.435,3
2,1254,0,1.43,3
1,193,0,0.435,4
3,3,7,0.136,1
3,2,0,1.43,3
2,7,99,6.82,2
0,0,2,0.0364,2
1,286,3306,6.82,2
2,2,22,1.43,2
0,5949,57249,43,2
1,50,131,0.435,2
4,0,0,0.136,1
3,2,4,0.136,2
3,30,0,6.82,2
0,13,0,0.435,3
2,1411,1285,43,2
2,133,1005,6.82,4
3,31,0,6.82,2
0,593,1348,0.435,4
3,0,2,0.0364,4
0,596,444,43,2
4,16,17,0.136,4
3,519,0,0.435,3
0,430,0,0.435,1
3,3,0,0.136,1
1,32,168,6.82,4
0,0,2,0.0364,4
0,0,2,0.0364,2
2,2,0,0.0364,2
0,143,0,6.82,4
4,8,9,0.136,4
1,27,122,6.82,2
4,814,5427,43,4
0,1506,14306,43,2
3,0,0,0.0364,4
3,1213,505,43,2
4,0,4,0.136,4
3,35,208,6.82,2
0,0,2,0.136,3
3,0,1,0.136,4
1,8,0,0.435,4
4,155,173,43,2
1,263,2091,6.82,4
3,235,774,1.43,1
3,2276,3646,43,4
3,0,37,6.82,2
4,20,77,0.136,2
0,3639,5618,43,2
1,0,12,1.43,2
2,18,0,1.43,4
3,194,0,6.82,4
4,4,5,0.136,3
3,10,17,0.136,4
4,0,6,0.136,4
3,0,1,0.0364,1
1,194,1098,6.82,4
1,21,249,6.82,4
3,358,2259,6.82,4
1,20,0,0.435,1
0,26,174,6.82,2
4,0,3,0.0364,4
2,66,0,1.43,4
1,7,0,1.43,1
4,205,1293,43,2
3,14757,119769,43,2
4,12,0,1.43,4
0,123,864,6.82,2
4,16116,0,6.82,3
2,695,0,0.0364,3
0,18,0,1.43,1
0,223,896,6.82,4
0,4,0,0.136,1
4,20,60,0.136,3
0,47,0,0.0364,3
0,173,541,43,4
1,262,1516,6.82,1
4,3235,0,0.0364,4
3,12,33,0.136,3
2,21,0,1.43,3
1,0,0,1.43,4
0,1,22,0.136,4
3,1,11,0.136,1
2,448,0,0.0364,3
3,9,0,1.43,3
4,0,0,0.136,2
4,3,21,0.136,4
4,44,0,0.136,4
0,13,0,1.43,3
0,5,18,0.136,3
1,16,69,1.43,4
3,468,1057,43,2
